"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000164659",287.687576052374,-4.96511865021096,0.519132532400214,-9.56426026173835,1.1300671137e-21,2.28284857638537e-17
"ENSG00000234261",79.8451772325046,5.47104131836817,0.767031092213749,7.13275038509593,9.83828822964012e-13,9.93716302634801e-09
"ENSG00000153283",52.1259967968439,5.64967812477064,0.851948566195078,6.6314779423867,3.32342211479057e-11,1.67841125352211e-07
"ENSG00000214212",63.1251484081143,4.09607479343746,0.613800901691601,6.67329549720261,2.50122043046258e-11,1.67841125352211e-07
"ENSG00000142621",27.2159891415693,5.76808727153385,0.877839429435455,6.5707771582365,5.00533217122257e-11,2.02225430381734e-07
"ENSG00000186973",28.6401121977575,6.41406685666778,0.985696491182243,6.50714181702601,7.6594097660301e-11,2.43537041257143e-07
"ENSG00000286122",26.9360909033819,7.31399283377629,1.12651908392638,6.4925600801045,8.43898464828475e-11,2.43537041257143e-07
"ENSG00000103449",74.1048672102593,-4.30702692219475,0.672829814299078,-6.40136157860603,1.53997391017504e-10,3.88862661993074e-07
"ENSG00000007038",32.3919048106442,8.75270203450291,1.39083382172728,6.29313286588969,3.11121813223868e-10,6.55425209398932e-07
"ENSG00000108846",33.4551288638518,4.26274067377901,0.678065566272191,6.28662018219614,3.24451863471577e-10,6.55425209398932e-07
"ENSG00000185274",48.0069659106552,4.54448247265131,0.741253438399245,6.13080794939074,8.74338997690923e-10,1.60568382657767e-06
"ENSG00000144824",323.439491882366,-4.6427363818014,0.768724133506542,-6.03953509384896,1.54558896259395e-09,2.6018702194467e-06
"ENSG00000225606",205.776807766458,6.05009725992702,1.00569993667936,6.01580753788584,1.78992133818367e-09,2.78140007328064e-06
"ENSG00000182557",27.8814716187046,4.53990665549841,0.759213785458079,5.97974739454871,2.23483909238392e-09,3.22471317894626e-06
"ENSG00000244649",22.4648056275669,7.05216966322648,1.18256454519724,5.96345433479085,2.46960493801944e-09,3.32589929019538e-06
"ENSG00000141837",146.968929913195,2.65193364532867,0.450860048160369,5.88194420008886,4.0547505224163e-09,5.11937595645823e-06
"ENSG00000078328",114.135225774681,3.9433939297345,0.67641358845748,5.82985616644275,5.54751713285928e-09,6.59208197652296e-06
"ENSG00000167077",159.250143373765,4.18954572585093,0.721565996221668,5.80618508603319,6.39123092784025e-09,7.17273644296116e-06
"ENSG00000186583",48.379435933753,3.51908099522409,0.608704910273824,5.78125941786973,7.41434548422934e-09,7.88301016457457e-06
"ENSG00000146839",28.9584905850634,7.42392741816154,1.28819712987418,5.76303676354769,8.26137908007227e-09,8.344405939827e-06
"ENSG00000124772",216.719715829823,5.1017158597797,0.892714309886533,5.71483598199311,1.09809886287232e-08,1.05631881566113e-05
"ENSG00000133216",68.6426877074428,3.9256866831773,0.696341344111986,5.63758954767157,1.72446936523172e-08,1.45150023529358e-05
"ENSG00000148357",37.2333294169572,5.75749822884335,1.02072661663035,5.64058792534493,1.69470501411147e-08,1.45150023529358e-05
"ENSG00000122025",17.2615808556702,4.6513758185508,0.823923197829669,5.64539975425281,1.64797873860954e-08,1.45150023529358e-05
"ENSG00000174469",48.903382788003,3.90882948971937,0.696524607028597,5.61190437534519,2.00112017480155e-08,1.61698514604664e-05
"ENSG00000169946",26.3548315465399,4.21828488791841,0.755427690598243,5.58396910838394,2.35090481187712e-08,1.82656261941268e-05
"ENSG00000143851",96.4290656404998,5.78061127095593,1.03759880482646,5.57114295435482,2.53073562740347e-08,1.89345890404361e-05
"ENSG00000176601",27.1851999825431,4.08453988604405,0.736409118456826,5.54656343012612,2.91338966762345e-08,2.10190659555934e-05
"ENSG00000258628",37.2553864455785,4.35483625321152,0.798491086533507,5.45383201723289,4.92957727893684e-08,3.43387553833804e-05
"ENSG00000103089",17.7424779011686,5.39193745283905,0.993182646413215,5.42894851446662,5.66870326084385e-08,3.81711581907689e-05
"ENSG00000163220",133.517801487968,5.39690041813747,1.00012879885312,5.39620539307163,6.8065026194706e-08,4.43542449728792e-05
"ENSG00000111249",44.3311398532978,3.68999451778525,0.686763431038497,5.37302126323963,7.74281942734667e-08,4.88789672661969e-05
"ENSG00000161031",17.8705888155141,5.07963781471181,0.948849339757998,5.35347141202349,8.62826724435129e-08,5.28180686676183e-05
"ENSG00000233358",16.3500688342286,6.58983657874458,1.23889104136293,5.31914136007876,1.0425810940075e-07,6.19446490589576e-05
"ENSG00000162398",12.0081417746538,7.32252274683802,1.40258102433424,5.22074847712542,1.78201432655968e-07,0.000101404148030011
"ENSG00000153064",29.1787734033539,5.41254581582849,1.03826263056607,5.21307967414517,1.8573107653633e-07,0.000101404148030011
"ENSG00000004939",10.9966801262734,7.19547592523005,1.38020042131358,5.21335583884398,1.85454663287923e-07,0.000101404148030011
"ENSG00000153707",24.6233919848332,3.71113575137612,0.715685062315048,5.18543133954982,2.15515476871076e-07,0.000114569161796647
"ENSG00000254101",47.8735268761937,3.57752001910857,0.693851158872705,5.15603378816999,2.52235400964219e-07,0.000130651470125082
"ENSG00000142449",36.0739741070532,4.55974177489299,0.895240667702926,5.09331394271074,3.51858337859778e-07,0.000177697257077635
"ENSG00000157445",28.62389010182,3.3503693494242,0.659427990723615,5.08072055865829,3.76005888170997e-07,0.000180849879689103
"ENSG00000171840",24.1539325967736,4.28077177749926,0.842253119122927,5.08252410149221,3.7245203367362e-07,0.000180849879689103
"ENSG00000249738",19.586524001702,3.30652495266497,0.651779746434933,5.07307103473345,3.91446289814917e-07,0.000183897825594213
"ENSG00000179165",20.9221482033863,4.9718574128805,0.982460432736564,5.06061847094625,4.17898699744376e-07,0.000187599369634136
"ENSG00000183049",143.109711629986,3.00783658971003,0.594270817354163,5.06139036593055,4.1621004840595e-07,0.000187599369634136
"ENSG00000279864",19.5351385226005,6.85014083229898,1.35520545286161,5.05468806802276,4.31094770095e-07,0.000189316205449763
"ENSG00000120949",22.764673960456,5.01824924762853,0.999122918252804,5.02265452623596,5.09621650671693e-07,0.000210099325820793
"ENSG00000176571",26.8167017201812,3.99464251568684,0.79498077864418,5.02482905624411,5.03881153962769e-07,0.000210099325820793
