"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198795",322.437406425831,3.59347348625338,0.575457418264447,6.2445515032044,4.2501787040822e-10,8.28359829425621e-06
"ENSG00000144824",323.502540605011,4.19434430461295,0.691348843513847,6.06690000853229,1.30402685580888e-09,8.47182780657172e-06
"ENSG00000169548",39.4356516678511,-8.66302422447186,1.41349107866888,-6.12881422119058,8.85364322969407e-10,8.47182780657172e-06
"ENSG00000182632",57.8456403723198,-5.78811185615943,1.08805819488461,-5.31967121186313,1.03954945003878e-07,0.00033768031302093
"ENSG00000226145",69.7479363353268,-4.50813089341085,0.843864760814559,-5.34224333417985,9.18033054461933e-08,0.00033768031302093
"ENSG00000125816",41.7400188089437,7.58931684448728,1.42484226080677,5.32642598640365,1.00164067319023e-07,0.00033768031302093
"ENSG00000163017",71.3316880183664,-4.76118393922773,0.901087069150669,-5.28382228780116,1.265159854213e-07,0.000352256650837305
"ENSG00000250337",132.800142368957,-4.1285912577956,0.787607398890602,-5.24194067197819,1.58896464794302e-07,0.000387111512355119
"ENSG00000165023",35.1512065422064,3.81196609974176,0.751535196240063,5.07223895675553,3.93162256260069e-07,0.00085141470827875
"ENSG00000170421",394.399848342522,-3.1161235485848,0.627761256471634,-4.96386726077863,6.91031812259764e-07,0.00134682100209428
"ENSG00000163694",557.601742742699,-2.59831813234172,0.527167968948212,-4.92882399043666,8.27260586432916e-07,0.00146575534814341
"ENSG00000186973",28.6004188402584,-6.74070555735752,1.38595158389781,-4.86359381934551,1.15273347657561e-06,0.00172821349680452
"ENSG00000159618",81.7142418240268,-5.45696743931988,1.12165270241731,-4.86511326327604,1.14391280393138e-06,0.00172821349680452
"ENSG00000225280",13.1300021565566,7.28554088107159,1.50600455964691,4.83766190108995,1.31375364007953e-06,0.00182893274608215
"ENSG00000142621",27.1587668207837,-5.70912829451934,1.18482937588483,-4.81852358720912,1.44624430391955e-06,0.00187915343222614
"ENSG00000259283",47.0723416698673,-3.13212924203756,0.653055307510276,-4.79611635648223,1.61771334872824e-06,0.00197057707291959
"ENSG00000089169",40.017597583592,-4.13410843776701,0.865689727296397,-4.77550825360732,1.79253938536826e-06,0.00205509368357808
"ENSG00000153283",52.0814578514825,-5.20583289496919,1.09319606452604,-4.76203040231965,1.91654799492709e-06,0.00207519557895161
"ENSG00000153064",29.1368923940358,-5.81237255440999,1.23779853876005,-4.69573389562447,2.65651194284198e-06,0.00260425197543414
"ENSG00000234261",79.6362835987343,-4.91700112093071,1.04739274863119,-4.69451514473114,2.67239812769024e-06,0.00260425197543414
"ENSG00000065371",224.435878770887,-3.37255703968381,0.720923257925616,-4.67810824884192,2.89533694347556e-06,0.00268714842992089
"ENSG00000115641",551.020910483549,-2.19306080283085,0.473020111094873,-4.63629505678881,3.54709542813209e-06,0.00276531559577178
"ENSG00000020181",218.814267559287,2.10365012135225,0.451560061844448,4.65862749854284,3.18324624017391e-06,0.00276531559577178
"ENSG00000127863",395.079317549644,3.98050408214152,0.857819574949421,4.64025792647156,3.47974584912069e-06,0.00276531559577178
"ENSG00000103449",73.948636662025,3.33853051671998,0.719530498698177,4.63987353247746,3.48622459606387e-06,0.00276531559577178
"ENSG00000231419",839.634430839155,3.21862129343906,0.702676726019063,4.58051501388668,4.63832315894838e-06,0.00347695839876553
"ENSG00000253125",7.8204507497102,-6.33406130851695,1.38588330866637,-4.57041460049923,4.86760252369803e-06,0.00351368789581017
"ENSG00000158486",25.1968426281622,-3.29182416941288,0.723629529944782,-4.54904620830506,5.38896099551451e-06,0.0037511017786635
"ENSG00000148357",37.1177281314378,-5.4830624269546,1.20747416127203,-4.54093561818202,5.6005133510889e-06,0.00376393121423181
"ENSG00000134121",1071.08176847151,3.19986436843865,0.707069369475595,4.52553102507024,6.02440422284253e-06,0.0039138546101067
"ENSG00000197251",12.8272051986961,-7.05033058828869,1.56427913509464,-4.50707960626358,6.57259796002857e-06,0.00391768456425307
"ENSG00000256546",67.3564510082054,-3.60162283453217,0.799449810190835,-4.50512688679285,6.63332943152136e-06,0.00391768456425307
"ENSG00000214212",63.1000337557948,-3.69605677545855,0.819884499334273,-4.50802128648567,6.54350125679673e-06,0.00391768456425307
"ENSG00000124785",199.791778111992,4.60339212399258,1.02379846103894,4.49638507887686,6.91185095381297e-06,0.00396211691440632
"ENSG00000204277",11.5556983760891,-6.89485300896845,1.53886149585488,-4.48048965260397,7.44719904735209e-06,0.00414702598379692
"ENSG00000158966",85.6944451877544,2.82276109776244,0.632079047372835,4.46583557783623,7.97568479144834e-06,0.00417040569241283
"ENSG00000088726",27.0752176954839,-4.32324739865266,0.970488692184177,-4.4547117688953,8.4005975002669e-06,0.00417040569241283
"ENSG00000141738",7.95737746191072,-6.36078657395576,1.42878608658466,-4.45188165931855,8.51210759346188e-06,0.00417040569241283
"ENSG00000205784",12.19419785547,-6.97217209578305,1.56027712475412,-4.4685472761012,7.87526086448791e-06,0.00417040569241283
"ENSG00000167077",164.715981177027,-3.8929305944076,0.874678193383877,-4.45070041056697,8.55906760885136e-06,0.00417040569241283
"ENSG00000120949",22.7252108281645,-5.41126859786127,1.2199270430379,-4.43573132405192,9.17602362534442e-06,0.00436196830385275
"ENSG00000012124",390.853203648094,-4.36510079492855,0.986357751588952,-4.4254742134856,9.62306520252251e-06,0.00446556049517056
"ENSG00000188112",17.3572692580767,-4.45878930332012,1.01375403200683,-4.3982950129367,1.0910460787069e-05,0.00494522978465056
"ENSG00000135318",482.242981709152,3.09953083058521,0.708156662693385,4.37689990629549,1.20379221172284e-05,0.00510041526227785
"ENSG00000286122",26.9132725830337,-6.62537657273727,1.51127369729912,-4.38396869116287,1.16536529192796e-05,0.00510041526227785
"ENSG00000123700",225.528316189793,4.32706469675242,0.988148838529214,4.3789604642889,1.19246760675623e-05,0.00510041526227785
"ENSG00000174348",26.2143353501533,4.11144187444832,0.944990739033368,4.35077477971257,1.35657336639748e-05,0.00550825310647643
"ENSG00000124772",216.370830306746,-4.56160804618882,1.04789998966997,-4.35309484794009,1.34229041783572e-05,0.00550825310647643
"ENSG00000130513",1341.48172169432,-3.77903690959191,0.871645129078087,-4.33552231696503,1.45414419671996e-05,0.00578393273348407
"ENSG00000126882",430.85581653699,-2.65685075151687,0.616293555517201,-4.31101498260387,1.62506892948068e-05,0.0063345186871157
"ENSG00000112837",27.5947697286865,3.47504488708806,0.809837259693898,4.29104100298072,1.7783747094287e-05,0.00666548520899336
"ENSG00000105894",92.5740704773142,3.29336419946701,0.767309648042986,4.29209277879758,1.76996958378503e-05,0.00666548520899336
